Issuer_Name,Issuer_Location,Issuer_Sector,Interest_Rate,Credit_Rating,Credit_Rating_Numeric,ESG_Score,Market_Demand,Inflation_Rate,Government_Support,Project_Risk,Liquidity,Currency_Risk,Issuer_Reputation,Bond_Price
GLP J-REIT,Japan,Financials - Real estate,4.5687141252218675,A,3,94.54277674915733,119.12466637859893,2.8005466934533194,5.244363458577493,3.8547043469973543,7.959732435523011,0.8676845981944176,51.05403302142685,103.67963036477316
GLP PTE LTD,Singapore,Financials - Financial services,2.067149601604852,B,6,62.07684208508409,66.75665393045065,1.304861601283318,8.060967479607475,1.582407418152627,6.096935693740385,1.866524950614437,92.93247894513155,99.07178578591129
GMT BOND ISSUER LTD,New Zealand,Financials - Real estate,2.8129527012191486,AA,2,67.71356636086078,81.03084821045475,2.2724136005537474,3.5347747512837877,6.953542507318696,1.1058634396395473,2.087614030537652,95.97148002792038,97.636380833831
GOLDENPEAKS GREEN BONDS I S.A.,Luxembourg,Financials - Consumer Finance,4.026438557335144,A,3,55.26727422406666,100.33451306061541,2.664347471328716,6.422096370026974,1.0572456043113487,6.277327355622657,1.5029556139045919,67.67741112817275,101.82453777195403
GOODGREEN 2017-2,United States,Corporate - Materials,2.2844425204457157,BB,5,61.118065237408516,129.64405615234773,3.3238367867203937,2.4563157404881455,6.6480775858024455,1.867462845973269,3.2831097473656454,85.97508275238829,98.34052852880484
GOODGREEN 2018-1,United States,Corporate - Materials,3.2993901510254307,BB,5,75.96122853901025,123.94692332387272,3.144906047526232,1.0927944536815992,2.8618087079790735,5.102159340784041,4.5942602562945485,72.10518731038894,98.80476393806582
GOODGREEN 2019-2,United States,Corporate - Materials,4.380636689360353,BB,5,80.38763415478263,114.55343564105223,2.045576678414641,7.943842250928563,1.989168137372247,5.2910326766043845,2.0029768705263615,82.7616242288172,104.20517663010745
GPT RE LTD,Australia,Financials - Real estate,4.77284280645939,BBB,4,62.26761570831055,65.57732605801702,2.823957859379053,0.9896862340870682,9.363525578249854,8.762033622249849,0.9617157823751071,67.01587021490957,93.10644961255102
GPT WHOLESALE OFFICE FUND NO1,Australia,Financials - Real estate,1.1618306641806706,AAA,1,52.88660796125586,104.70453456155778,2.1864342614827548,2.7138139507958456,0.18524576745955867,4.624942740124381,1.3536137909799169,66.12796183166341,100.86579584187396
GRANDBLUE ENVIRONMENT CO LTD,China (mainland),Corporate - Industrials,4.6696443132267245,BB,5,69.55164345636993,58.74465017998855,2.1581116701366203,8.5510942199744,4.37777271889569,2.794424222358942,4.270004117481845,71.22169444287896,97.00729405656381
GRANITE REIT HOLDINGS LP,Canada,Financials - Real estate,2.714523318857922,AA,2,61.71016854631671,87.73631767966508,0.8442258750145757,3.464692870786672,0.21626992461793781,2.3096634821603157,2.8581986163507396,57.27838793262506,99.42732924313867
GRAUBUENDNER KANTONALBANK,Germany,Financials - Banking,1.6620997473453125,BB,5,60.9776961614901,91.35165302899591,0.8784129740484562,9.73045349514161,4.83593048104329,8.74251876684336,2.2750551615347865,91.55694822176913,102.27832172778224
GREEN LUCCA,Italy,Corporate - Energy,2.566110903072176,BBB,4,97.99314013567276,53.98114394457538,2.088600845067372,9.797343347738597,5.010473777944182,1.7101085441822839,0.7481836075446335,67.43489476808183,99.32143195118827
GREEN STORM 2016 BV,Netherlands,Financials - Specialty finance,4.910146588784647,B,6,80.8150242962862,77.39880994699718,1.3065846349370198,2.682760204535567,3.2166247139474704,4.2586856088314375,2.2486365416189096,70.00747769529227,96.50354653535719
GREEN STORM 2017 BV,Netherlands,Financials - Specialty finance,2.7167814229679133,AA,2,77.8439221586048,145.56494672664894,0.5631107073814059,0.4097822224989045,1.3216177752502367,1.87173114926947,1.3924600167869334,94.70273063510723,104.77597808733839
GREEN STORM 2018 BV,Netherlands,Financials - Specialty finance,1.979382246293787,BBB,4,70.78875517616609,145.36326078296895,2.668517611700637,7.050632842053791,3.7638753773447533,7.733040401143754,4.715815639266746,74.83119070315857,104.92085035003132
GREEN STORM 2019 BV,Netherlands,Financials - Specialty finance,3.350303844425266,B,6,71.44721667150722,85.23270542525393,0.5974597900704949,4.509865026483437,6.72262939932566,4.74372639974619,4.420350547078656,77.21269546754314,96.68593921749198
GREEN STORM 2021 BV,Netherlands,Financials - Specialty finance,1.5806552845018689,AA,2,77.04525019190405,54.3100108948324,2.2858305233121636,1.0075284395957629,7.823958086444591,3.5114369055681207,0.41951270914099004,97.82490623885492,94.47208623438911
GREENALIA S.A.,Spain,Corporate - Utilities,0.8413849764889876,A,3,84.82149035180535,67.90949393281815,2.1175813823819434,7.075228189780428,5.307506023881423,3.6109964062646682,2.5832674463062144,94.33631915724946,99.23916402330381
GREENCELLS GMBH,Germany,Corporate - Energy,1.0799587485979214,AAA,1,85.10730480909147,89.22177934335402,3.4064440717334135,0.31174909111921223,5.898343944397556,8.522142067229794,1.1252917275733605,58.47333544442198,97.58678372250307
GREENKO DUTCH BV,Netherlands,Corporate - Utilities,1.076206275309976,AAA,1,58.58469538527248,144.77796979692297,1.952639418042925,8.701966904922422,2.006163711246527,5.537739542944381,2.053885447621453,73.66075149590526,108.12636437766159
GREENKO INVESTMENT CO,Mauritius,Corporate - Utilities,1.1835621208053246,BBB,4,75.00563760383135,64.11990635371849,0.6908043091333921,1.3865252911330372,2.8733033322764943,7.178678511312636,4.3842399912572825,98.56481137142728,96.06874959899336
GREENKO POWER II LTD,Mauritius,Corporate - Utilities,1.1247222769223457,B,6,70.5979047517051,126.35158436682123,2.155063903419385,1.27311878746725,1.6189561005235842,8.970385162506846,2.637572599442724,68.61831491143013,99.73349738771773
GREENKO SOLAR MAURITIUS LTD,Mauritius,Corporate - Energy,3.383936351614466,AAA,1,93.52634831346921,60.868253937469206,3.023288511848304,1.7567229796858452,2.4929535000461134,9.01741676040642,1.6710764668537992,68.57865542581,98.07115536493707
GREENKO WIND PROJECTS MAURITIUS LTD,Mauritius,Corporate - Utilities,1.3184603797961518,B,6,81.57094606091883,148.12575773912766,3.49054785284432,9.602663584920666,2.248867802255318,3.2850905433786313,1.0394417705249852,59.75151158945772,105.74129048784884
GREENTOWN CHINA HOLDINGS LTD,China (mainland),Financials - Real estate,2.055502774957384,B,6,76.62520332079909,88.1616499109135,1.7910295210672174,6.93169360253846,5.194487863912376,9.524512631463853,4.001624297032446,55.71615570595626,98.55186017372877
GREENVOLT-ENERGIAS RENOVAVEIS SA,Portugal,Corporate - Utilities,4.535547844577053,BBB,4,55.76973210894587,127.5234538899056,1.4608962274902275,8.013715354636368,5.626887557907294,0.24875882014605444,3.122590076821736,87.01523953779909,103.19532015501777
GRENERGY RENOVABLES,Spain,Corporate - Energy,2.6328273811829255,BBB,4,80.28189446617057,84.25910828111319,3.2199598908559968,3.97634985732753,9.449474208215046,3.768355610161657,2.340327302131156,88.50152343507582,96.45954461917201
GRIEG SEAFOOD ASA,Norway,Corporate - Consumer Staples,3.504009823344622,BBB,4,55.860195284011674,112.76688771588087,1.0737263872283642,3.3631272750495556,1.9557064710152305,8.957988575088416,1.0874217693148902,98.45064817515,102.33210782850148
GROWTHPOINT PROPERTIES LTD,South Africa,Financials - Real estate,1.2754394204073343,AAA,1,66.8603287782876,69.20160847400368,2.34628674509878,2.3448400678316994,6.41675710161496,2.7463687981698293,1.6712318707856566,88.67091054526816,96.43298655155732
GRUPO AEROPORTUARIO DEL CENTRO NORTE (OMA),Italy,Corporate - Industrials,1.3653005846390185,BBB,4,57.14209824071659,64.60210192969626,1.717143272542843,4.806480283124089,8.172592689875229,2.7308145032131836,4.799217133692593,62.167624701679934,93.454244769993
GRUPO AEROPORTUARIO DEL PACIFICO SAB DE CV,Mexico,Corporate - Industrials,0.6839087731991549,AAA,1,84.60368235121845,143.80641395681312,0.6232470948666659,5.518287335341685,5.602414637830525,3.026222850818887,2.6004496880291716,52.00582891442577,105.58017884684827
"GRUPO PESTANA S.G.P.S., S.A.",Portugal,Corporate - Consumer Discretionary,1.2602077838247405,BBB,4,60.31260569180763,141.76472779044335,1.5418654229170934,6.317748436527554,2.550036525010757,6.123133848469222,2.003496406216265,99.271869218483,105.59772600091563
GS CALTEX CORP,Korea,Corporate - Energy,1.7536565256438137,BB,5,69.5929686594013,138.74689402128826,1.2956855675080239,2.571185039986945,2.625502300200002,4.383327756143538,2.6071102117416194,67.02253477718028,101.64998968673052
GS E&R CORP,Korea,Corporate - Utilities,1.2965471792453607,B,6,94.78373888093893,112.54334501665934,2.558273461830461,9.486540809029906,0.3925305307099991,7.267348363533426,3.894942529498043,65.59857712162103,104.11002565286918
GS EPS CO LTD,Korea,Corporate - Utilities,0.8991614019067502,BBB,4,60.21581916994852,130.82682112162783,3.3463714930757544,1.6975849820713584,3.054442265484817,8.949106425646658,1.700544682514344,95.29776048746913,101.15776541807513
GS POWER CO LTD,Korea,Corporate - Utilities,1.0428614199527035,AA,2,75.39025319793896,56.90369369113749,1.3041415621359134,9.656531747664124,7.446036790033801,6.741993749428606,0.8935306046630442,79.2549949272493,100.15854486866043
GSP RENEWABLE ENERGY PTE LTD,Singapore,Corporate - Utilities,2.573504456147266,B,6,70.9635830583011,83.47890418906792,2.934397817455045,0.14856122507503788,0.4751775720711038,2.044667201975755,2.924680591695239,60.74355869245673,94.03238201073617
GTC AURORA LUXEMBOURG SA,Luxembourg,Financials - Real estate,1.4285017328260663,B,6,50.90620205228649,81.37031247571562,0.6660794508152286,4.811256918168456,2.1929528250483066,9.326819023605022,3.326020517405336,94.45481213581198,98.11447216803901
GUANGXI COMMUNICATIONS INVESTMENT GROUP CO LTD,China (mainland),Financials - Financial services,2.1392143747163397,BBB,4,89.63790567864064,113.56453219526132,2.1143630301194394,3.333678381165628,7.06232498531782,2.644928733474785,3.563590014792748,99.66804275273716,100.17760421019958
GUANGZHOU DEVELOPMENT DISTRICT HOLDING GROUP CO LTD,China (mainland),Corporate - Utilities,2.765377718846856,A,3,53.452295315729984,85.59577734706406,0.7116501911296838,4.491234139302508,7.8265156282287665,1.4989429532815812,4.4099379538306485,54.333928057541534,96.05122271837664
GUANGZHOU METRO INVESTMENT FINANCE BVI LTD,China (mainland),Corporate - Consumer Discretionary,3.606776728832144,BBB,4,73.71275104884768,64.85067816436808,3.302098973391918,5.70664578980789,4.553184100619284,0.899672788609609,1.8558706034455652,93.11258141512437,96.86119310947386
GUANGZHOU PUBLIC TRANSPORT GROUP CO LTD,China (mainland),Corporate - Consumer Discretionary,0.6769046292849452,B,6,78.03391474694749,109.64670754135437,2.799053841672171,4.35589158012709,6.980743384786488,5.633837406661656,0.376774481144459,69.5257848842197,98.50741024310781
GUANGZHOU SEWAGE PURIFICATION CO LTD,China (mainland),Corporate - Utilities,4.097346795090692,AA,2,81.42132283072935,131.43839206690814,2.4738497336137772,4.14846850301595,3.8795216865489204,1.137624624806518,4.791742918154711,76.20362232533522,102.99208947752196
GULF ENERGY DEVELOPMENT PCL,Thailand,Corporate - Utilities,3.3255517527090848,B,6,84.43158146539378,88.21234944599732,2.971689144873993,7.327234154133065,1.5991324502412751,1.3877588411263075,2.175059637187376,95.74079878824904,100.3169457602933
GUNMA BANK LTD/THE,Japan,Financials - Banking,0.8679156437699236,AA,2,62.663619176135754,63.226871509848166,2.4425593867104896,6.8587627508646465,3.9814949352290654,3.0003048059549666,3.1162875483656567,98.66895978875587,98.44980974723482
GYEONGGI HOUSING AND URBAN DEVELOPMENT,China (mainland),SSA - Quasi-sovereigns,4.431103808480497,AAA,1,50.49893883292247,69.6688197312823,3.4068331915228733,8.332712820358479,5.799678202031428,2.8165300968446383,3.3315266156414616,63.10819552043997,98.37494090120957
HAFSLUND E-CO AS,Norway,Corporate - Utilities,4.643925802393159,BB,5,86.17218311774559,73.7483305169384,2.6418738435943148,2.4995898123949556,9.480532818528904,6.042395103321423,2.7325685435060176,60.64253854799569,94.2367562447022
HAMBURGER HOCHBAHN AKTIENGESELLSCHAFT,Germany,Corporate - Consumer Discretionary,0.7748508193468868,B,6,76.78282996737893,79.98975929945362,3.27397582874674,6.095285097540636,0.6875095208867732,8.167452794726815,1.0262876486813504,54.02582792957559,98.27166062276576
HANG LUNG PROPERTIES LTD,China (Hong Kong),Financials - Real estate,1.7459494166624168,BBB,4,91.80588516036244,114.27950705063091,2.0513956760319143,5.851947853928539,5.073940938449606,7.613496562028924,3.7757152505807072,78.0898926331069,102.48360417975547
HANGZHOU WATER GROUP CO LTD,China (mainland),Corporate - Utilities,4.127905759068776,AAA,1,91.06941814503472,110.09454845377189,0.851193238945588,3.6973781087268875,3.2891977821072436,2.6248445471647672,4.018759871520408,50.68021977253341,102.38409039495104
HANKYU HANSHIN REIT INC,Japan,Financials - Real estate,3.867168606726463,BB,5,92.16630838939416,119.60798615670392,2.084533164269051,4.860575419026809,5.083116942766946,2.4531049798597993,2.764877930087199,70.59491488049683,101.3185481211539
HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL INC,United States,Financials - Real estate,1.3303445871036979,BBB,4,74.254732998977,86.25019845315131,0.8806184841892799,3.1378214330572876,0.23975447376531678,9.657915301069677,2.442805802924208,53.669200832600424,99.32365870636715
HANSOL PAPER CO. LTD,Korea,Corporate - Materials,1.4420719550151964,A,3,66.68141979184328,132.39976518799784,2.2774804375292153,1.418443976169852,3.1302535470158133,0.08236241591960125,0.5696909156399266,70.2612891464667,100.7492051548138
HANWHA AEROSPACE CO LTD,Korea,Corporate - Industrials,2.167124462561219,BBB,4,89.5779101295685,70.40876611557603,1.9474791815829888,2.138012106627328,8.19868147527005,8.797205330602157,0.4197583074989192,51.996609463280464,95.51818473258183
HANWHA CORP,Korea,Financials - Insurance,2.680353433359596,AA,2,72.56470565146275,96.90407475181539,2.367726193498345,1.0551364640120109,5.539417338546375,1.9972851912240497,1.6978242278176436,91.76086303043844,98.26339419978869
HANWHA ENERGY CORP,Korea,Corporate - Utilities,3.282146471886332,AA,2,59.17210982017173,130.093872154143,0.5301409431644948,6.830695751901241,4.505824928161174,9.472843230897679,1.5542307775869664,60.48694969692829,105.62257605169933
HANWHA ENERGY USA HOLDINGS CORP,United States,Corporate - Energy,2.160111378063976,A,3,92.74870097807371,68.01586477326192,1.0845214749660923,6.607273931091515,2.855250717153396,3.423072848275197,4.768282254816356,66.4154355178956,99.333662663123
HANWHA ENGINEERING & CONSTRUCTION CORP,Korea,Corporate - Industrials,2.5814062225991656,AAA,1,94.12799383861736,60.9863113740783,1.9739912957363925,9.506063715798728,2.980425227913559,4.403517738932523,3.9181137122171488,93.5023998303196,102.51940315588294
HANWHA Q-CELLS MALAYSIA SDN BHD,Malaysia,Corporate - Energy,3.8636192216019043,BB,5,73.31548780700851,138.36839676879896,3.3515106847674048,7.296784136472413,3.8310143359058446,7.0712061394438095,3.2996214762953,87.31330306661025,104.51940459588563
HANWHA SOLUTIONS CORP,Korea,Corporate - Materials,0.6650744130076905,BBB,4,53.784986365489374,84.29296627591958,1.6508271210654752,0.5204583875613145,8.355707099645604,5.876690514732603,2.5882404450880254,60.95191808210292,93.33864336794232
HANWHA TOTALENERGIES PETROCHEMICAL CO LTD,Korea,Corporate - Materials,1.6359662495480933,AA,2,69.39130449584655,118.3870124909032,1.7731160781609039,8.842451739289542,9.672132068082684,3.179393297068228,0.8368376536332567,53.5949709328748,102.87701740016175
HANYANG CORP,Korea,Corporate - Consumer Discretionary,3.710073136480486,AAA,1,90.17688297313018,52.53486042639385,2.6440882670198667,8.626751629457258,4.386553813503745,5.538309158678235,4.89228336092142,85.78368884276698,100.18365867168264
HAT HOLDINGS I LLC / HAT HOLDINGS II LLC,United States,Financials - Real estate,4.528430769592397,A,3,95.08870142731143,119.00468884094497,2.311378271858354,4.4332032077269865,3.9335283874776183,7.307068843628862,1.87520349120105,69.53512753440546,103.61126765400238
HAUGALAND KRAFT AS,Norway,Corporate - Utilities,2.8025484895204977,B,6,60.17363712487979,81.61013115469706,1.3967784502949998,5.858630505279216,8.465507758198628,0.42334945902492094,0.534628012236224,88.30399995591105,96.31110153288924
HAUGESUND SPAREBANK,Norway,Financials - Banking,2.8945106836939205,AA,2,53.348680601263574,55.57408535874417,1.7324491867022833,9.760783324725189,4.269053206363036,0.11199305255704117,2.4689944785787303,72.26473861876052,98.55123765202447
HEALTHPEAK PROPERTIES INC,United States,Financials - Real estate,0.9822740510289922,A,3,93.86752265664194,110.9812761548117,1.1530993965716974,5.323043638481662,5.5201817229565115,4.580669390728913,4.369990058065416,67.30012064861381,101.79067925651195
